Arabic Root Word,ChapterNo,VerseNo,Actual Arabic Word
ا ن,2,198,وَإِنْ
ك و ن,2,198,كُنْتُمْ
م ن,2,198,مِنْ
ق ب ل,2,198,قَبْلِهِ
م ن,2,198,لَمِنَ
ض ل ل,2,198,الضَّالِّينَ
ث م م,2,199,ثُمَّ
ف ي ض,2,199,أَفِيضُوا
م ن,2,199,مِنْ
ح ي ث,2,199,حَيْثُ
ف ي ض,2,199,أَفَاضَ
ن و س,2,199,النَّاسُ
غ ف ر,2,199,وَاسْتَغْفِرُوا
ا ل ه,2,199,اللَّهَ
ا ن ن,2,199,إِنَّ
ا ل ه,2,199,اللَّهَ
غ ف ر,2,199,غَفُورٌ
ر ح م,2,199,رَحِيمٌ
ا ذ ا,2,200,فَإِذَا
ق ض ي,2,200,قَضَيْتُمْ
ن س ك,2,200,مَنَاسِكَكُمْ
ذ ك ر,2,200,فَاذْكُرُوا
ا ل ه,2,200,اللَّهَ
ذ ك ر,2,200,كَذِكْرِكُمْ
ا ب و,2,200,ءَابَاءَكُمْ
ا و,2,200,أَوْ
ش د د,2,200,أَشَدَّ
ذ ك ر,2,200,ذِكْرًا
م ن,2,200,فَمِنَ
ن و س,2,200,النَّاسِ
م ن,2,200,مَنْ
ق و ل,2,200,يَقُولُ
ر ب ب,2,200,رَبَّنَا
ا ت ي,2,200,ءَاتِنَا
ف ي,2,200,فِي
د ن و,2,200,الدُّنْيَا
م ا,2,200,وَمَا
ل,2,200,لَهُ
ف ي,2,200,فِي
ا خ ر,2,200,الْءَاخِرَةِ
م ن,2,200,مِنْ
خ ل ق,2,200,خَلَاقٍ
م ن,2,201,وَمِنْهُمْ
م ن,2,201,مَنْ
ق و ل,2,201,يَقُولُ
ر ب ب,2,201,رَبَّنَا
ا ت ي,2,201,ءَاتِنَا
ف ي,2,201,فِي
د ن و,2,201,الدُّنْيَا
ح س ن,2,201,حَسَنَةً
ف ي,2,201,وَفِي
ا خ ر,2,201,الْءَاخِرَةِ
ح س ن,2,201,حَسَنَةً
و ق ي,2,201,وَقِنَا
ع ذ ب,2,201,عَذَابَ
ن و ر,2,201,النَّارِ
ا و ل ا,2,202,أُولَئِكَ
ل,2,202,لَهُمْ
ن ص ب,2,202,نَصِيبٌ
م م ا,2,202,مِمَّا
ك س ب,2,202,كَسَبُوا
ا ل ه,2,202,وَاللَّهُ
س ر ع,2,202,سَرِيعُ
ح س ب,2,202,الْحِسَابِ
ذ ك ر,2,203,وَاذْكُرُوا
ا ل ه,2,203,اللَّهَ
ف ي,2,203,فِي
ي و م,2,203,أَيَّامٍ
ع د د,2,203,مَعْدُودَاتٍ
م ن,2,203,فَمَنْ
ع ج ل,2,203,تَعَجَّلَ
ف ي,2,203,فِي
ي و م,2,203,يَوْمَيْنِ
ل ا,2,203,فَلَا
ا ث م,2,203,إِثْمَ
ع ل ي,2,203,عَلَيْهِ
م ن,2,203,وَمَنْ
ا خ ر,2,203,تَأَخَّرَ
ل ا,2,203,فَلَا
ا ث م,2,203,إِثْمَ
ع ل ي,2,203,عَلَيْهِ
م ن,2,203,لِمَنِ
و ق ي,2,203,اتَّقَى
و ق ي,2,203,وَاتَّقُوا
ا ل ه,2,203,اللَّهَ
ع ل م,2,203,وَاعْلَمُوا
ا ن ن,2,203,أَنَّكُمْ
ا ل ي,2,203,إِلَيْهِ
ح ش ر,2,203,تُحْشَرُونَ
م ن,2,204,وَمِنَ
ن و س,2,204,النَّاسِ
م ن,2,204,مَنْ
ع ج ب,2,204,يُعْجِبُكَ
ق و ل,2,204,قَوْلُهُ
ف ي,2,204,فِي
ح ي ي,2,204,الْحَيَوةِ
د ن و,2,204,الدُّنْيَا
ش ه د,2,204,وَيُشْهِدُ
ا ل ه,2,204,اللَّهَ
ع ل ي,2,204,عَلَى
م ا,2,204,مَا
ف ي,2,204,فِي
ق ل ب,2,204,قَلْبِهِ
ه و,2,204,وَهُوَ
ل د د,2,204,أَلَدُّ
خ ص م,2,204,الْخِصَامِ
ا ذ ا,2,205,وَإِذَا
و ل ي,2,205,تَوَلَّى
س ع ي,2,205,سَعَى
ف ي,2,205,فِي
ا ر ض,2,205,الْأَرْضِ
ف س د,2,205,لِيُفْسِدَ
ف ي,2,205,فِيهَا
ه ل ك,2,205,وَيُهْلِكَ
ح ر ث,2,205,الْحَرْثَ
ن س ل,2,205,وَالنَّسْلَ
ا ل ه,2,205,وَاللَّهُ
ل ا,2,205,لَا
ح ب ب,2,205,يُحِبُّ
ف س د,2,205,الْفَسَادَ
ا ذ ا,2,206,وَإِذَا
ق و ل,2,206,قِيلَ
ل,2,206,لَهُ
و ق ي,2,206,اتَّقِ
ا ل ه,2,206,اللَّهَ
ا خ ذ,2,206,أَخَذَتْهُ
ع ز ز,2,206,الْعِزَّةُ
ا ث م,2,206,بِالْإِثْمِ
ح س ب,2,206,فَحَسْبُهُ
ج ه ن م,2,206,جَهَنَّمُ
ب ا س,2,206,وَلَبِئْسَ
م ه د,2,206,الْمِهَادُ
م ن,2,207,وَمِنَ
ن و س,2,207,النَّاسِ
م ن,2,207,مَنْ
ش ر ي,2,207,يَشْرِي
ن ف س,2,207,نَفْسَهُ
ب غ ي,2,207,ابْتِغَاءَ
ر ض و,2,207,مَرْضَاتِ
ا ل ه,2,207,اللَّهِ
ا ل ه,2,207,وَاللَّهُ
ر ا ف,2,207,رَءُوفٌ
ع ب د,2,207,بِالْعِبَادِ
ا ي ي,2,208,يَاأَيُّهَا
ا ل ل ذ,2,208,الَّذِينَ
ا م ن,2,208,ءَامَنُوا
د خ ل,2,208,ادْخُلُوا
ف ي,2,208,فِي
س ل م,2,208,السِّلْمِ
ك ف ف,2,208,كَافَّةً
ل ا,2,208,وَلَا
ت ب ع,2,208,تَتَّبِعُوا
خ ط و,2,208,خُطُوَاتِ
ش ط ن,2,208,الشَّيْطَانِ
ا ن ن,2,208,إِنَّهُ
ل,2,208,لَكُمْ
ع د و,2,208,عَدُوٌّ
ب ي ن,2,208,مُبِينٌ
ا ن,2,209,فَإِنْ
ز ل ل,2,209,زَلَلْتُمْ
م ن,2,209,مِنْ
ب ع د,2,209,بَعْدِ
م ا,2,209,مَا
ج ي ا,2,209,جَاءَتْكُمُ
ب ي ن,2,209,الْبَيِّنَاتُ
ع ل م,2,209,فَاعْلَمُوا
ا ن ن,2,209,أَنَّ
ا ل ه,2,209,اللَّهَ
ع ز ز,2,209,عَزِيزٌ
ح ك م,2,209,حَكِيمٌ
ه ل,2,210,هَلْ
ن ظ ر,2,210,يَنْظُرُونَ
ا ل ل ا,2,210,إِلَّا
ا ن,2,210,أَنْ
ا ت ي,2,210,يَأْتِيَهُمُ
ا ل ه,2,210,اللَّهُ
ف ي,2,210,فِي
ظ ل ل,2,210,ظُلَلٍ
م ن,2,210,مِنَ
غ م م,2,210,الْغَمَامِ
م ل ك,2,210,وَالْمَلَائِكَةُ
ق ض ي,2,210,وَقُضِيَ
ا م ر,2,210,الْأَمْرُ
ا ل ي,2,210,وَإِلَى
ا ل ه,2,210,اللَّهِ
ر ج ع,2,210,تُرْجَعُ
ا م ر,2,210,الْأُمُورُ
س ا ل,2,211,سَلْ
ب ن و,2,211,بَنِي
ا س ر,2,211,إِسْرَاءِيلَ
ك م,2,211,كَمْ
ا ت ي,2,211,ءَاتَيْنَاهُمْ
م ن,2,211,مِنْ
ا ي ا,2,211,ءَايَةٍ
ب ي ن,2,211,بَيِّنَةٍ
م ن,2,211,وَمَنْ
ب د ل,2,211,يُبَدِّلْ
ن ع م,2,211,نِعْمَةَ
ا ل ه,2,211,اللَّهِ
م ن,2,211,مِنْ
ب ع د,2,211,بَعْدِ
م ا,2,211,مَا
ج ي ا,2,211,جَاءَتْهُ
ا ن ن,2,211,فَإِنَّ
ا ل ه,2,211,اللَّهَ
ش د د,2,211,شَدِيدُ
ع ق ب,2,211,الْعِقَابِ
ز ي ن,2,212,زُيِّنَ
ا ل ل ذ,2,212,لِلَّذِينَ
ك ف ر,2,212,كَفَرُوا
ح ي ي,2,212,الْحَيَوةُ
د ن و,2,212,الدُّنْيَا
س خ ر,2,212,وَيَسْخَرُونَ
م ن,2,212,مِنَ
ا ل ل ذ,2,212,الَّذِينَ
ا م ن,2,212,ءَامَنُوا
ا ل ل ذ,2,212,وَالَّذِينَ
و ق ي,2,212,اتَّقَوْا
ف و ق,2,212,فَوْقَهُمْ
ي و م,2,212,يَوْمَ
ق و م,2,212,الْقِيَامَةِ
ا ل ه,2,212,وَاللَّهُ
ر ز ق,2,212,يَرْزُقُ
م ن,2,212,مَنْ
ش ي ا,2,212,يَشَاءُ
غ ي ر,2,212,بِغَيْرِ
ح س ب,2,212,حِسَابٍ
ك و ن,2,213,كَانَ
ن و س,2,213,النَّاسُ
ا م م,2,213,أُمَّةً
و ح د,2,213,وَاحِدَةً
ب ع ث,2,213,فَبَعَثَ
ا ل ه,2,213,اللَّهُ
ن ب ا,2,213,النَّبِيِّينَ
ب ش ر,2,213,مُبَشِّرِينَ
ن ذ ر,2,213,وَمُنْذِرِينَ
ن ز ل,2,213,وَأَنْزَلَ
م ع,2,213,مَعَهُمُ
ك ت ب,2,213,الْكِتَابَ
ح ق ق,2,213,بِالْحَقِّ
ح ك م,2,213,لِيَحْكُمَ
ب ي ن,2,213,بَيْنَ
ن و س,2,213,النَّاسِ
ف ي,2,213,فِيمَا
خ ل ف,2,213,اخْتَلَفُوا
ف ي,2,213,فِيهِ
م ا,2,213,وَمَا
خ ل ف,2,213,اخْتَلَفَ
ف ي,2,213,فِيهِ
ا ل ل ا,2,213,إِلَّا
ا ل ل ذ,2,213,الَّذِينَ
ا ت ي,2,213,أُوتُوهُ
م ن,2,213,مِنْ
ب ع د,2,213,بَعْدِ
م ا,2,213,مَا
ج ي ا,2,213,جَاءَتْهُمُ
ب ي ن,2,213,الْبَيِّنَاتُ
ب غ ي,2,213,بَغْيًا
ب ي ن,2,213,بَيْنَهُمْ
ه د ي,2,213,فَهَدَى
ا ل ه,2,213,اللَّهُ
ا ل ل ذ,2,213,الَّذِينَ
ا م ن,2,213,ءَامَنُوا
ل م ا,2,213,لِمَا
خ ل ف,2,213,اخْتَلَفُوا
ف ي,2,213,فِيهِ
م ن,2,213,مِنَ
ح ق ق,2,213,الْحَقِّ
ا ذ ن,2,213,بِإِذْنِهِ
ا ل ه,2,213,وَاللَّهُ
ه د ي,2,213,يَهْدِي
م ن,2,213,مَنْ
ش ي ا,2,213,يَشَاءُ
ا ل ي,2,213,إِلَى
ص ر ط,2,213,صِرَاطٍ
ق و م,2,213,مُسْتَقِيمٍ
ا م,2,214,أَمْ
ح س ب,2,214,حَسِبْتُمْ
ا ن,2,214,أَنْ
د خ ل,2,214,تَدْخُلُوا
ج ن ن,2,214,الْجَنَّةَ
ل م م ا,2,214,وَلَمَّا
ا ت ي,2,214,يَأْتِكُمْ
م ث ل,2,214,مَثَلُ
ا ل ل ذ,2,214,الَّذِينَ
خ ل و,2,214,خَلَوْا
م ن,2,214,مِنْ
ق ب ل,2,214,قَبْلِكُمْ
م س س,2,214,مَسَّتْهُمُ
ب ا س,2,214,الْبَأْسَاءُ
ض ر ر,2,214,وَالضَّرَّاءُ
ز ل ز ل,2,214,وَزُلْزِلُوا
ح ت ت ي,2,214,حَتَّى
ق و ل,2,214,يَقُولَ
ر س ل,2,214,الرَّسُولُ
ا ل ل ذ,2,214,وَالَّذِينَ
ا م ن,2,214,ءَامَنُوا
م ع,2,214,مَعَهُ
م ت ي,2,214,مَتَى
ن ص ر,2,214,نَصْرُ
ا ل ه,2,214,اللَّهِ
ل ا,2,214,أَلَا
ا ن ن,2,214,إِنَّ
ن ص ر,2,214,نَصْرَ
ا ل ه,2,214,اللَّهِ
ق ر ب,2,214,قَرِيبٌ
س ا ل,2,215,يَسْءَلُونَكَ
م ا ذ ا,2,215,مَاذَا
ن ف ق,2,215,يُنْفِقُونَ
ق و ل,2,215,قُلْ
م ا,2,215,مَا
ن ف ق,2,215,أَنْفَقْتُمْ
م ن,2,215,مِنْ
خ ي ر,2,215,خَيْرٍ
و ل د,2,215,فَلِلْوَالِدَيْنِ
ق ر ب,2,215,وَالْأَقْرَبِينَ
ي ت م,2,215,وَالْيَتَامَى
س ك ن,2,215,وَالْمَسَاكِينِ
ب ن و,2,215,وَابْنِ
س ب ل,2,215,السَّبِيلِ
م ا,2,215,وَمَا
ف ع ل,2,215,تَفْعَلُوا
م ن,2,215,مِنْ
خ ي ر,2,215,خَيْرٍ
ا ن ن,2,215,فَإِنَّ
ا ل ه,2,215,اللَّهَ
ب,2,215,بِهِ
ع ل م,2,215,عَلِيمٌ
ك ت ب,2,216,كُتِبَ
ع ل ي,2,216,عَلَيْكُمُ
ق ت ل,2,216,الْقِتَالُ
ه و,2,216,وَهُوَ
ك ر ه,2,216,كُرْهٌ
ل,2,216,لَكُمْ
ع س ي,2,216,وَعَسَى
ا ن,2,216,أَنْ
ك ر ه,2,216,تَكْرَهُوا
ش ي ا,2,216,شَيْئًا
ه و,2,216,وَهُوَ
خ ي ر,2,216,خَيْرٌ
ل,2,216,لَكُمْ
ع س ي,2,216,وَعَسَى
ا ن,2,216,أَنْ
ح ب ب,2,216,تُحِبُّوا
ش ي ا,2,216,شَيْئًا
ه و,2,216,وَهُوَ
ش ر ر,2,216,شَرٌّ
ل,2,216,لَكُمْ
ا ل ه,2,216,وَاللَّهُ
ع ل م,2,216,يَعْلَمُ
ا ن ت م,2,216,وَأَنْتُمْ
ل ا,2,216,لَا
ع ل م,2,216,تَعْلَمُونَ
س ا ل,2,217,يَسْءَلُونَكَ
ع ن,2,217,عَنِ
ش ه ر,2,217,الشَّهْرِ
ح ر م,2,217,الْحَرَامِ
ق ت ل,2,217,قِتَالٍ
ف ي,2,217,فِيهِ
ق و ل,2,217,قُلْ
ق ت ل,2,217,قِتَالٌ
ف ي,2,217,فِيهِ
ك ب ر,2,217,كَبِيرٌ
ص د د,2,217,وَصَدٌّ
ع ن,2,217,عَنْ
س ب ل,2,217,سَبِيلِ
ا ل ه,2,217,اللَّهِ
ك ف ر,2,217,وَكُفْرٌ
ب,2,217,بِهِ
س ج د,2,217,وَالْمَسْجِدِ
ح ر م,2,217,الْحَرَامِ
خ ر ج,2,217,وَإِخْرَاجُ
ا ه ل,2,217,أَهْلِهِ
م ن,2,217,مِنْهُ
ك ب ر,2,217,أَكْبَرُ
ع ن د,2,217,عِنْدَ
ا ل ه,2,217,اللَّهِ
ف ت ن,2,217,وَالْفِتْنَةُ
ك ب ر,2,217,أَكْبَرُ
م ن,2,217,مِنَ
ق ت ل,2,217,الْقَتْلِ
ل ا,2,217,وَلَا
ز ي ل,2,217,يَزَالُونَ
ق ت ل,2,217,يُقَاتِلُونَكُمْ
ح ت ت ي,2,217,حَتَّى
ر د د,2,217,يَرُدُّوكُمْ
ع ن,2,217,عَنْ
د ي ن,2,217,دِينِكُمْ
ا ن,2,217,إِنِ
ط و ع,2,217,اسْتَطَاعُوا
م ن,2,217,وَمَنْ
ر د د,2,217,يَرْتَدِدْ
م ن,2,217,مِنْكُمْ
ع ن,2,217,عَنْ
د ي ن,2,217,دِينِهِ
م و ت,2,217,فَيَمُتْ
ه و,2,217,وَهُوَ
ك ف ر,2,217,كَافِرٌ
ا و ل ا,2,217,فَأُولَئِكَ
ح ب ط,2,217,حَبِطَتْ
ع م ل,2,217,أَعْمَالُهُمْ
ف ي,2,217,فِي
د ن و,2,217,الدُّنْيَا
ا خ ر,2,217,وَالْءَاخِرَةِ
ا و ل ا,2,217,وَأُولَئِكَ
ص ح ب,2,217,أَصْحَابُ
ن و ر,2,217,النَّارِ
ه م,2,217,هُمْ
ف ي,2,217,فِيهَا
خ ل د,2,217,خَالِدُونَ
ا ن ن,2,218,إِنَّ
ا ل ل ذ,2,218,الَّذِينَ
ا م ن,2,218,ءَامَنُوا
ا ل ل ذ,2,218,وَالَّذِينَ
ه ج ر,2,218,هَاجَرُوا
ج ه د,2,218,وَجَاهَدُوا
ف ي,2,218,فِي
س ب ل,2,218,سَبِيلِ
ا ل ه,2,218,اللَّهِ
ا و ل ا,2,218,أُولَئِكَ
ر ج و,2,218,يَرْجُونَ
ر ح م,2,218,رَحْمَتَ
ا ل ه,2,218,اللَّهِ
ا ل ه,2,218,وَاللَّهُ
غ ف ر,2,218,غَفُورٌ
ر ح م,2,218,رَحِيمٌ
س ا ل,2,219,يَسْءَلُونَكَ
ع ن,2,219,عَنِ
خ م ر,2,219,الْخَمْرِ
ي س ر,2,219,وَالْمَيْسِرِ
ق و ل,2,219,قُلْ
ف ي,2,219,فِيهِمَا
ا ث م,2,219,إِثْمٌ
ك ب ر,2,219,كَبِيرٌ
ن ف ع,2,219,وَمَنَافِعُ
ن و س,2,219,لِلنَّاسِ
ا ث م,2,219,وَإِثْمُهُمَا
ك ب ر,2,219,أَكْبَرُ
م ن,2,219,مِنْ
ن ف ع,2,219,نَفْعِهِمَا
س ا ل,2,219,وَيَسْءَلُونَكَ
م ا ذ ا,2,219,مَاذَا
ن ف ق,2,219,يُنْفِقُونَ
ق و ل,2,219,قُلِ
ع ف و,2,219,الْعَفْوَ
ذ ل ك,2,219,كَذَلِكَ
ب ي ن,2,219,يُبَيِّنُ
ا ل ه,2,219,اللَّهُ
ل,2,219,لَكُمُ
ا ي ا,2,219,الْءَايَاتِ
ل ع ل ل,2,219,لَعَلَّكُمْ
ف ك ر,2,219,تَتَفَكَّرُونَ
ف ي,2,220,فِي
د ن و,2,220,الدُّنْيَا
ا خ ر,2,220,وَالْءَاخِرَةِ
س ا ل,2,220,وَيَسْءَلُونَكَ
ع ن,2,220,عَنِ
ي ت م,2,220,الْيَتَامَى
ق و ل,2,220,قُلْ
ص ل ح,2,220,إِصْلَاحٌ
ل,2,220,لَهُمْ
خ ي ر,2,220,خَيْرٌ
ا ن,2,220,وَإِنْ
خ ل ط,2,220,تُخَالِطُوهُمْ
ا خ و,2,220,فَإِخْوَانُكُمْ
ا ل ه,2,220,وَاللَّهُ
ع ل م,2,220,يَعْلَمُ
ف س د,2,220,الْمُفْسِدَ
م ن,2,220,مِنَ
ص ل ح,2,220,الْمُصْلِحِ
ل و,2,220,وَلَوْ
ش ي ا,2,220,شَاءَ
ا ل ه,2,220,اللَّهُ
ع ن ت,2,220,لَأَعْنَتَكُمْ
ا ن ن,2,220,إِنَّ
ا ل ه,2,220,اللَّهَ
ع ز ز,2,220,عَزِيزٌ
ح ك م,2,220,حَكِيمٌ
ل ا,2,221,وَلَا
ن ك ح,2,221,تَنْكِحُوا
ش ر ك,2,221,الْمُشْرِكَاتِ
ح ت ت ي,2,221,حَتَّى
ا م ن,2,221,يُؤْمِنَّ
ا م و,2,221,وَلَأَمَةٌ
ا م ن,2,221,مُؤْمِنَةٌ
خ ي ر,2,221,خَيْرٌ
م ن,2,221,مِنْ
ش ر ك,2,221,مُشْرِكَةٍ
ل و,2,221,وَلَوْ
ع ج ب,2,221,أَعْجَبَتْكُمْ
ل ا,2,221,وَلَا
ن ك ح,2,221,تُنْكِحُوا
ش ر ك,2,221,الْمُشْرِكِينَ
ح ت ت ي,2,221,حَتَّى
ا م ن,2,221,يُؤْمِنُوا
ع ب د,2,221,وَلَعَبْدٌ
ا م ن,2,221,مُؤْمِنٌ
خ ي ر,2,221,خَيْرٌ
م ن,2,221,مِنْ
ش ر ك,2,221,مُشْرِكٍ
ل و,2,221,وَلَوْ
ع ج ب,2,221,أَعْجَبَكُمْ
ا و ل ا,2,221,أُولَئِكَ
د ع و,2,221,يَدْعُونَ
ا ل ي,2,221,إِلَى
ن و ر,2,221,النَّارِ
ا ل ه,2,221,وَاللَّهُ
د ع و,2,221,يَدْعُوا
ا ل ي,2,221,إِلَى
ج ن ن,2,221,الْجَنَّةِ
غ ف ر,2,221,وَالْمَغْفِرَةِ
ا ذ ن,2,221,بِإِذْنِهِ
ب ي ن,2,221,وَيُبَيِّنُ
ا ي ا,2,221,ءَايَاتِهِ
ن و س,2,221,لِلنَّاسِ
ل ع ل ل,2,221,لَعَلَّهُمْ
ذ ك ر,2,221,يَتَذَكَّرُونَ
س ا ل,2,222,وَيَسْءَلُونَكَ
ع ن,2,222,عَنِ
ح ي ض,2,222,الْمَحِيضِ
ق و ل,2,222,قُلْ
ه و,2,222,هُوَ
ا ذ ي,2,222,أَذًى
ع ز ل,2,222,فَاعْتَزِلُوا
ن س و,2,222,النِّسَاءَ
ف ي,2,222,فِي
ح ي ض,2,222,الْمَحِيضِ
ل ا,2,222,وَلَا
ق ر ب,2,222,تَقْرَبُوهُنَّ
ح ت ت ي,2,222,حَتَّى
ط ه ر,2,222,يَطْهُرْنَ
ا ذ ا,2,222,فَإِذَا
ط ه ر,2,222,تَطَهَّرْنَ
ا ت ي,2,222,فَأْتُوهُنَّ
م ن,2,222,مِنْ
ح ي ث,2,222,حَيْثُ
ا م ر,2,222,أَمَرَكُمُ
ا ل ه,2,222,اللَّهُ
ا ن ن,2,222,إِنَّ
ا ل ه,2,222,اللَّهَ
ح ب ب,2,222,يُحِبُّ
ت و ب,2,222,التَّوَّابِينَ
ح ب ب,2,222,وَيُحِبُّ
ط ه ر,2,222,الْمُتَطَهِّرِينَ
ن س و,2,223,نِسَاؤُكُمْ
ح ر ث,2,223,حَرْثٌ
ل,2,223,لَكُمْ
ا ت ي,2,223,فَأْتُوا
ح ر ث,2,223,حَرْثَكُمْ
ا ن ن ي,2,223,أَنَّى
ش ي ا,2,223,شِئْتُمْ
ق د م,2,223,وَقَدِّمُوا
ن ف س,2,223,لِأَنْفُسِكُمْ
و ق ي,2,223,وَاتَّقُوا
ا ل ه,2,223,اللَّهَ
ع ل م,2,223,وَاعْلَمُوا
ا ن ن,2,223,أَنَّكُمْ
ل ق ي,2,223,مُلَاقُوهُ
ب ش ر,2,223,وَبَشِّرِ
ا م ن,2,223,الْمُؤْمِنِينَ
ل ا,2,224,وَلَا
ج ع ل,2,224,تَجْعَلُوا
ا ل ه,2,224,اللَّهَ
ع ر ض,2,224,عُرْضَةً
ي م ن,2,224,لِأَيْمَانِكُمْ
ا ن,2,224,أَنْ
ب ر ر,2,224,تَبَرُّوا
و ق ي,2,224,وَتَتَّقُوا
ص ل ح,2,224,وَتُصْلِحُوا
ب ي ن,2,224,بَيْنَ
ن و س,2,224,النَّاسِ
ا ل ه,2,224,وَاللَّهُ
س م ع,2,224,سَمِيعٌ
ع ل م,2,224,عَلِيمٌ
ل ا,2,225,لَا
ا خ ذ,2,225,يُؤَاخِذُكُمُ
ا ل ه,2,225,اللَّهُ
ل غ و,2,225,بِاللَّغْوِ
ف ي,2,225,فِي
ي م ن,2,225,أَيْمَانِكُمْ
ل ك ن,2,225,وَلَكِنْ
ا خ ذ,2,225,يُؤَاخِذُكُمْ
ب م ا,2,225,بِمَا
ك س ب,2,225,كَسَبَتْ
ق ل ب,2,225,قُلُوبُكُمْ
ا ل ه,2,225,وَاللَّهُ
غ ف ر,2,225,غَفُورٌ
ح ل م,2,225,حَلِيمٌ
ا ل ل ذ,2,226,لِلَّذِينَ
ا ل و ل,2,226,يُؤْلُونَ
م ن,2,226,مِنْ
ن س و,2,226,نِسَائِهِمْ
ر ب ص,2,226,تَرَبُّصُ
ر ب ع,2,226,أَرْبَعَةِ
ش ه ر,2,226,أَشْهُرٍ
ا ن,2,226,فَإِنْ
ف ي ا,2,226,فَاءُو
ا ن ن,2,226,فَإِنَّ
ا ل ه,2,226,اللَّهَ
غ ف ر,2,226,غَفُورٌ
ر ح م,2,226,رَحِيمٌ
ا ن,2,227,وَإِنْ
ع ز م,2,227,عَزَمُوا
ط ل ق,2,227,الطَّلَاقَ
ا ن ن,2,227,فَإِنَّ
ا ل ه,2,227,اللَّهَ
س م ع,2,227,سَمِيعٌ
ع ل م,2,227,عَلِيمٌ
ط ل ق,2,228,وَالْمُطَلَّقَاتُ
ر ب ص,2,228,يَتَرَبَّصْنَ
ن ف س,2,228,بِأَنْفُسِهِنَّ
ث ل ث,2,228,ثَلَاثَةَ
ق ر ا,2,228,قُرُوءٍ
ل ا,2,228,وَلَا
ح ل ل,2,228,يَحِلُّ
ل,2,228,لَهُنَّ
ا ن,2,228,أَنْ
ك ت م,2,228,يَكْتُمْنَ
م ا,2,228,مَا
خ ل ق,2,228,خَلَقَ
ا ل ه,2,228,اللَّهُ
ف ي,2,228,فِي
ر ح م,2,228,أَرْحَامِهِنَّ
ا ن,2,228,إِنْ
ك و ن,2,228,كُنَّ
ا م ن,2,228,يُؤْمِنَّ
ا ل ه,2,228,بِاللَّهِ
ي و م,2,228,وَالْيَوْمِ
ا خ ر,2,228,الْءَاخِرِ
ب ع ل,2,228,وَبُعُولَتُهُنَّ
ح ق ق,2,228,أَحَقُّ
ر د د,2,228,بِرَدِّهِنَّ
ف ي,2,228,فِي
ذ ل ك,2,228,ذَلِكَ
ا ن,2,228,إِنْ
ر و د,2,228,أَرَادُوا
ص ل ح,2,228,إِصْلَاحًا
ل,2,228,وَلَهُنَّ
م ث ل,2,228,مِثْلُ
ا ل ل ذ,2,228,الَّذِي
ع ل ي,2,228,عَلَيْهِنَّ
ع ر ف,2,228,بِالْمَعْرُوفِ
ر ج ل,2,228,وَلِلرِّجَالِ
ع ل ي,2,228,عَلَيْهِنَّ
د ر ج,2,228,دَرَجَةٌ
ا ل ه,2,228,وَاللَّهُ
ع ز ز,2,228,عَزِيزٌ
ح ك م,2,228,حَكِيمٌ
ط ل ق,2,229,الطَّلَاقُ
م ر ر,2,229,مَرَّتَانِ
م س ك,2,229,فَإِمْسَاكٌ
ع ر ف,2,229,بِمَعْرُوفٍ
ا و,2,229,أَوْ
س ر ح,2,229,تَسْرِيحٌ
ح س ن,2,229,بِإِحْسَانٍ
ل ا,2,229,وَلَا
ح ل ل,2,229,يَحِلُّ
ل,2,229,لَكُمْ
ا ن,2,229,أَنْ
ا خ ذ,2,229,تَأْخُذُوا
م م ا,2,229,مِمَّا
ا ت ي,2,229,ءَاتَيْتُمُوهُنَّ
ش ي ا,2,229,شَيْئًا
ا ل ل ا,2,229,إِلَّا
ا ن,2,229,أَنْ
خ و ف,2,229,يَخَافَا
ا ل ل ا,2,229,أَلَّا
ق و م,2,229,يُقِيمَا
ح د د,2,229,حُدُودَ
ا ل ه,2,229,اللَّهِ
ا ن,2,229,فَإِنْ
خ و ف,2,229,خِفْتُمْ
ا ل ل ا,2,229,أَلَّا
ق و م,2,229,يُقِيمَا
ح د د,2,229,حُدُودَ
ا ل ه,2,229,اللَّهِ
ل ا,2,229,فَلَا
ج ن ح,2,229,جُنَاحَ
ع ل ي,2,229,عَلَيْهِمَا
ف ي,2,229,فِيمَا
ف د ي,2,229,افْتَدَتْ
ب,2,229,بِهِ
ت ل ك,2,229,تِلْكَ
ح د د,2,229,حُدُودُ
ا ل ه,2,229,اللَّهِ
ل ا,2,229,فَلَا
ع د و,2,229,تَعْتَدُوهَا
م ن,2,229,وَمَنْ
ع د و,2,229,يَتَعَدَّ
ح د د,2,229,حُدُودَ
ا ل ه,2,229,اللَّهِ
ا و ل ا,2,229,فَأُولَئِكَ
ه م,2,229,هُمُ
ظ ل م,2,229,الظَّالِمُونَ
ا ن,2,230,فَإِنْ
ط ل ق,2,230,طَلَّقَهَا
ل ا,2,230,فَلَا
ح ل ل,2,230,تَحِلُّ
ل,2,230,لَهُ
م ن,2,230,مِنْ
ب ع د,2,230,بَعْدُ
ح ت ت ي,2,230,حَتَّى
ن ك ح,2,230,تَنْكِحَ
ز و ج,2,230,زَوْجًا
غ ي ر,2,230,غَيْرَهُ
ا ن,2,230,فَإِنْ
ط ل ق,2,230,طَلَّقَهَا
ل ا,2,230,فَلَا
ج ن ح,2,230,جُنَاحَ
ع ل ي,2,230,عَلَيْهِمَا
ا ن,2,230,أَنْ
