Arabic Root Word,ChapterNo,VerseNo,Actual Arabic Word,
ا ل ه,3,154,لِلّٰهِ‌ؕ,
ا ل ه,3,154,اللّٰهُ,
ا ل ه,3,154,وَاللّٰهُ,
ا م ن,3,154,اَمَنَةً,
إِلَىٰ,3,154,اِلٰى,
ب د و,3,154,يُبۡدُوۡنَ,
ب ر ز,3,154,لَبَرَزَ,
ب ع د,3,154,بَعۡدِ,
ب ل و,3,154,وَلِيَبۡتَلِىَ,
ب ي ت,3,154,بُيُوۡتِكُمۡ,
ج ه ل,3,154,الۡجَـاهِلِيَّةِ‌ؕ,
ح ق ق,3,154,الۡحَـقِّ,
خ ف ي,3,154,يُخۡفُوۡنَ,
ش ي ا,3,154,شَىۡءٍ‌ؕ,
ش ي ا,3,154,شَىۡءٌ,
ص د ر,3,154,صُدُوۡرِكُمۡ,
ص د ر,3,154,الصُّدُوۡرِ‏,
ط و ف,3,154,طَآٮِٕفَةً,
ط و ف,3,154,وَطَآٮِٕفَةٌ,
ظ ن ن,3,154,ظَنَّ,
ظ ن ن,3,154,يَظُنُّوۡنَ,
ع ل م,3,154,عَلِيۡمٌۢ,
غ ش و,3,154,يَّغۡشٰى,
غ م م,3,154,الۡغَمِّ,
غ ي ر,3,154,غَيۡرَ,
ق ت ل,3,154,قُتِلۡنَا,
ق ت ل,3,154,الۡقَتۡلُ,
ق ل ب,3,154,قُلُوۡبِكُمۡ‌ؕ,
ق و ل,3,154,يَقُوۡلُوۡنَ,
ق و ل,3,154,قُلۡ,
ق و ل,3,154,يَقُوۡلُوۡنَ,
ق و ل,3,154,قُل,
ك ت ب,3,154,كُتِبَ,
ك ل ل,3,154,كُلَّهٗ,
ك و ن,3,154,كَانَ,
ك و ن,3,154,كُنۡتُمۡ,
م ح ص,3,154,وَلِيُمَحِّصَ,
ن ز ل,3,154,اَنۡزَلَ,
ن ع س,3,154,نُّعَاسًا,
ن ف س,3,154,اَنۡفُسُهُمۡ,
ن ف س,3,154,اَنۡفُسِهِمۡ,
ه م م,3,154,اَهَمَّتۡهُمۡ,
ٱلَّذِى,3,155,الَّذِيۡنَ,
ا ل ه,3,155,اللّٰهُ,
ا ل ه,3,155,اللّٰهَ,
ب ع ض,3,155,بِبَعۡضِ,
ج م ع,3,155,الۡجَمۡعٰنِۙ,
ح ل م,3,155,حَلِيۡمٌ‏,
ز ل ل,3,155,اسۡتَزَلَّهُمُ,
ش ط ن,3,155,الشَّيۡطٰنُ,
ع ف و,3,155,عَفَا,
غ ف ر,3,155,غَفُوۡرٌ,
ك س ب,3,155,كَسَبُوۡا‌ۚ,
ل ق ي,3,155,الۡتَقَى,
و ل ي,3,155,تَوَلَّوۡا,
ي و م,3,155,يَوۡمَ,
ٱلَّذِى,3,156,الَّذِيۡنَ,
ٱلَّذِى,3,156,كَالَّذِيۡنَ,
ا خ و,3,156,لِاِخۡوَانِهِمۡ,
ا ر ض,3,156,الۡاَرۡضِ,
ا ل ه,3,156,اللّٰهُ,
ا ل ه,3,156,وَاللّٰهُ,
ا ل ه,3,156,وَاللّٰهُ,
ا م ن,3,156,اٰمَنُوۡا,
إِذَا,3,156,اِذَا,
ب ص ر,3,156,بَصِيۡرٌ‏,
ج ع ل,3,156,لِيَجۡعَلَ,
ح س ر,3,156,حَسۡرَةً,
ح ي ي,3,156,يُحۡىٖ,
ع م ل,3,156,تَعۡمَلُوۡنَ,
ع ن د,3,156,عِنۡدَنَا,
غ ز و,3,156,غُزًّى,
ق ت ل,3,156,قُتِلُوۡاۚ,
ق ل ب,3,156,قُلُوۡبِهِمۡ‌ؕ,
ق و ل,3,156,وَقَالُوۡا,
ك ف ر,3,156,كَفَرُوۡا,
ك و ن,3,156,تَكُوۡنُوۡا,
ك و ن,3,156,كَانُوۡا,
ك و ن,3,156,كَانُوۡا,
م و ت,3,156,وَيُمِيۡتُ‌ؕ,
م و ت,3,156,مَاتُوۡا,
ا ل ه,3,157,اللّٰهِ,
ا ل ه,3,157,اللّٰهِ,
ج م ع,3,157,يَجۡمَعُوۡنَ‏,
خ ي ر,3,157,خَيۡرٌ,
ر ح م,3,157,وَرَحۡمَةٌ,
س ب ل,3,157,سَبِيۡلِ,
غ ف ر,3,157,لَمَغۡفِرَةٌ,
ق ت ل,3,157,قُتِلۡتُمۡ,
م و ت,3,157,مُتُّمۡ,
ا ل ه,3,158,اللّٰهِ,
إِلَىٰ,3,158,لَاِ۟لَى,
ح ش ر,3,158,تُحۡشَرُوۡنَ‏,
ق ت ل,3,158,قُتِلۡتُمۡ,
م و ت,3,158,مُّتُّمۡ,
ا ل ه,3,159,اللّٰهِ,
ا ل ه,3,159,اللّٰهِ‌ؕ,
ا ل ه,3,159,اللّٰهَ,
إِذَا,3,159,فَاِذَا,
ح ب ب,3,159,يُحِبُّ,
ح و ل,3,159,حَوۡلِكَ‌,
ر ح م,3,159,رَحۡمَةٍ,
ش و ر,3,159,وَشَاوِرۡهُمۡ,
ع ز م,3,159,عَزَمۡتَ,
ع ف و,3,159,فَاعۡفُ,
غ ف ر,3,159,وَاسۡتَغۡفِرۡ,
غ ل ظ,3,159,غَلِيۡظَ,
ف ض ض,3,159,لَاانْفَضُّوۡا,
ف ظ ظ,3,159,فَظًّا,
ق ل ب,3,159,الۡقَلۡبِ,
ك و ن,3,159,كُنۡتَ,
ل ي ن,3,159,لِنۡتَ,
و ك ل,3,159,فَتَوَكَّلۡ,
و ك ل,3,159,الۡمُتَوَكِّلِيۡنَ‏,
ٱلَّذِى,3,160,الَّذِىۡ,
ا ل ه,3,160,اللّٰهُ,
ا ل ه,3,160,اللّٰهِ,
ا م ن,3,160,الۡمُؤۡمِنُوۡنَ‏,
ب ع د,3,160,بَعۡدِهٖ‌ؕ,
خ ذ ل,3,160,يَّخۡذُلۡكُمۡ,
غ ل ب,3,160,غَالِبَ,
ن ص ر,3,160,يَّنۡصُرۡكُمُ,
ن ص ر,3,160,يَنۡصُرُكُمۡ,
و ك ل,3,160,فَلۡيَتَوَكَّلِ,
ا ت ي,3,161,يَاۡتِ,
ظ ل م,3,161,يُظۡلَمُوۡنَ‏,
غ ل ل,3,161,يَّغُلَّ‌ؕ,
غ ل ل,3,161,يَّغۡلُلۡ,
غ ل ل,3,161,غَلَّ,
ق و م,3,161,الۡقِيٰمَةِ‌ۚ,
ك س ب,3,161,كَسَبَتۡ,
ك ل ل,3,161,كُلُّ,
ك و ن,3,161,كَانَ,
ن ب ا,3,161,لِنَبِىٍّ,
ن ف س,3,161,نَفۡسٍ,
و ف ي,3,161,تُوَفّٰى,
ي و م,3,161,يَوۡمَ,
ا ل ه,3,162,اللّٰهِ,
ا ل ه,3,162,اللّٰهِ,
ا و ي,3,162,وَمَاۡوٰٮهُ,
ب ا س,3,162,وَبِئۡسَ,
ب و ا,3,162,بَآءَ,
ت ب ع,3,162,اتَّبَعَ,
ر ض و,3,162,رِضۡوَانَ,
س خ ط,3,162,بِسَخَطٍ,
ص ي ر,3,162,الۡمَصِيۡرُ‏,
ا ل ه,3,163,اللّٰهِ‌ؕ,
ا ل ه,3,163,وَاللّٰهُ,
ب ص ر,3,163,بَصِيۡرٌۢ,
د ر ج,3,163,دَرَجٰتٌ,
ع م ل,3,163,يَعۡمَلُوۡنَ‏,
ع ن د,3,163,عِنۡدَ,
ا ل ه,3,164,اللّٰهُ,
ا م ن,3,164,الۡمُؤۡمِنِيۡنَ,
ا ي ي,3,164,اٰيٰتِهٖ,
إِذ,3,164,اِذۡ,
ب ع ث,3,164,بَعَثَ,
ب ي ن,3,164,مُّبِيۡنٍ‏,
ت ل و,3,164,يَتۡلُوۡا,
ح ك م,3,164,وَالۡحِكۡمَةَ ۚ,
ر س ل,3,164,رَسُوۡلًا,
ز ك و,3,164,وَيُزَكِّيۡهِمۡ,
ع ل م,3,164,وَيُعَلِّمُهُمُ,
ق ب ل,3,164,قَبۡلُ,
ك ت ب,3,164,الۡكِتٰبَ,
ك و ن,3,164,كَانُوۡا,
م ن ن,3,164,مَنَّ,
ن ف س,3,164,اَنۡفُسِهِمۡ,
ا ل ه,3,165,اللّٰهَ,
ا ن ي,3,165,اَنّٰى,
ش ي ا,3,165,شَىۡءٍ,
ص و ب,3,165,اَصَابَتۡکُمۡ,
ص و ب,3,165,اَصَبۡتُمۡ,
ص و ب,3,165,مُّصِيۡبَةٌ,
ع ن د,3,165,عِنۡدِ,
ق د ر,3,165,قَدِيۡرٌ‏,
ق و ل,3,165,قُلۡتُمۡ,
ق و ل,3,165,قُلۡ,
ك ل ل,3,165,كُلِّ,
م ث ل,3,165,مِّثۡلَيۡهَا ۙ,
ن ف س,3,165,اَنۡفُسِكُمۡ‌ؕ,
ا ذ ن,3,166,فَبِاِذۡنِ,
ا ل ه,3,166,اللّٰهِ,
ا م ن,3,166,الۡمُؤۡمِنِيۡنَۙ‏,
ج م ع,3,166,الۡجَمۡعٰنِ,
ص و ب,3,166,اَصَابَكُمۡ,
ع ل م,3,166,وَلِيَعۡلَمَ,
ل ق ي,3,166,الۡتَقَى,
ي و م,3,166,يَوۡمَ,
ٱلَّذِى,3,167,الَّذِيۡنَ,
ا ل ه,3,167,اللّٰهِ,
ا ل ه,3,167,وَاللّٰهُ,
ا م ن,3,167,لِلۡاِيۡمَانِ‌ۚ,
ت ب ع,3,167,لَّااتَّبَعۡنٰكُمۡ‌ؕ,
د ف ع,3,167,ادۡفَعُوۡا‌ۚ,
س ب ل,3,167,سَبِيۡلِ,
ع ل م,3,167,اَعۡلَمُ,
ع ل م,3,167,‌وَلِيَعۡلَمَ,
ع ل م,3,167,نَعۡلَمُ,
ع ل و,3,167,تَعَالَوۡا,
ف و ه,3,167,بِاَفۡوٰهِهِمۡ,
ق ت ل,3,167,قِتَالًا,
ق ت ل,3,167,قَاتِلُوۡا,
ق ر ب,3,167,اَقۡرَبُ,
ق ل ب,3,167,قُلُوۡبِهِمۡ‌ؕ,
ق و ل,3,167,وَقِيۡلَ,
ق و ل,3,167,قَالُوۡا,
ق و ل,3,167,يَقُوۡلُوۡنَ,
ك ت م,3,167,يَكۡتُمُوۡنَ‌ۚ‏,
ك ف ر,3,167,لِلۡكُفۡرِ,
ل ي س,3,167,لَيۡسَ,
ن ف ق,3,167,نَافَقُوۡا  ۖۚ,
ٱلَّذِى,3,168,الَّذِيۡنَ,
ا خ و,3,168,لِاِخۡوَانِهِمۡ,
د ر ا,3,168,فَادۡرَءُوۡا,
ص د ق,3,168,صٰدِقِيۡنَ‏,
ط و ع,3,168,اَطَاعُوۡنَا,
ق ت ل,3,168,قُتِلُوۡا‌ؕ,
ق ع د,3,168,وَقَعَدُوۡا,
ق و ل,3,168,قَالُوۡا,
ق و ل,3,168,قُلۡ,
ك و ن,3,168,كُنۡتُمۡ,
م و ت,3,168,الۡمَوۡتَ,
ن ف س,3,168,اَنۡفُسِكُمُ,
ٱلَّذِى,3,169,الَّذِيۡنَ,
ا ل ه,3,169,اللّٰهِ,
ح س ب,3,169,تَحۡسَبَنَّ,
ح ي ي,3,169,اَحۡيَآءٌ,
ر ب ب,3,169,رَبِّهِمۡ,
ر ز ق,3,169,يُرۡزَقُوۡنَۙ‏,
س ب ل,3,169,سَبِيۡلِ,
ع ن د,3,169,عِنۡدَ,
ق ت ل,3,169,قُتِلُوۡا,
م و ت,3,169,اَمۡوَاتًا‌ؕ,
ٱلَّذِى,3,170,بِالَّذِيۡنَ,
ا ل ه,3,170,اللّٰهُ,
ب ش ر,3,170,وَيَسۡتَبۡشِرُوۡنَ,
ح ز ن,3,170,يَحۡزَنُوۡنَ‌ۘ‏,
خ ل ف,3,170,خَلۡفِهِمۡۙ,
خ و ف,3,170,خَوۡفٌ,
ف ر ح,3,170,فَرِحِيۡنَ,
ف ض ل,3,170,فَضۡلِهٖۙ,
ل ح ق,3,170,يَلۡحَقُوۡا,
ا ل ه,3,171,اللّٰهِ,
ا ل ه,3,171,اللّٰهَ,
ا م ن,3,171,الۡمُؤۡمِنِيۡنَ ۛۚ‏,
ب ش ر,3,171,يَسۡتَبۡشِرُوۡنَ,
ض ي ع,3,171,يُضِيۡعُ,
ف ض ل,3,171,وَفَضۡلٍۙ,
ن ع م,3,171,بِنِعۡمَةٍ,
ٱلَّذِى,3,172,الَّذِيۡنَ,
ٱلَّذِى,3,172,لِلَّذِيۡنَ,
ا ل ه,3,172,لِلّٰهِ,
ب ع د,3,172,بَعۡدِ,
ج و ب,3,172,اسۡتَجَابُوۡا,
ح س ن,3,172,اَحۡسَنُوۡا,
ر س ل,3,172,وَالرَّسُوۡلِ,
ص و ب,3,172,اَصَابَهُمُ,
ع ظ م,3,172,عَظِيۡمٌ‌ۚ‏,
ق ر ح,3,172,الۡقَرۡحُ ۛؕ,
و ق ي,3,172,وَاتَّقَوۡا,
ٱلَّذِى,3,173,الَّذِيۡنَ,
ا ل ه,3,173,اللّٰهُ,
ا م ن,3,173,اِیۡمَانًا,
ج م ع,3,173,جَمَعُوۡا,
ح س ب,3,173,حَسۡبُنَا,
خ ش ي,3,173,فَاخۡشَوۡهُمۡ,
ز ي د,3,173,فَزَادَهُمۡ,
ق و ل,3,173,قَالَ,
ق و ل,3,173,وَّقَالُوۡا,
ن ع م,3,173,وَنِعۡمَ,
ن و س,3,173,النَّاسُ,
ن و س,3,173,النَّاسَ,
و ك ل,3,173,الۡوَكِيۡلُ‏,
ا ل ه,3,174,اللّٰهِ,
ا ل ه,3,174,اللّٰهِ‌ؕ,
ا ل ه,3,174,وَاللّٰهُ,
ت ب ع,3,174,وَّاتَّبَعُوۡا,
ر ض و,3,174,رِضۡوَانَ,
س و ا,3,174,سُوۡٓءٌۙ,
ع ظ م,3,174,عَظِيۡمٍ‏,
ف ض ل,3,174,وَفَضۡلٍ,
ف ض ل,3,174,فَضۡلٍ,
ق ل ب,3,174,فَانْقَلَبُوۡا,
م س س,3,174,يَمۡسَسۡهُمۡ,
ن ع م,3,174,بِنِعۡمَةٍ,
ا م ن,3,175,مُّؤۡمِنِيۡنَ‏,
خ و ف,3,175,تَخَافُوۡهُمۡ,
خ و ف,3,175,وَخَافُوۡنِ,
خ و ف,3,175,يُخَوِّفُ,
ش ط ن,3,175,الشَّيۡطٰنُ,
ك و ن,3,175,كُنۡتُمۡ,
و ل ي,3,175,اَوۡلِيَآءَهٗ,
ٱلَّذِى,3,176,الَّذِيۡنَ,
ا خ ر,3,176,الۡاٰخِرَةِ‌ۚ,
ا ل ه,3,176,اللّٰهَ,
ا ل ه,3,176,اللّٰهُ,
ج ع ل,3,176,يَجۡعَلَ,
ح ز ن,3,176,يَحۡزُنۡكَ,
ح ظ ظ,3,176,حَظًّا,
ر و د,3,176,يُرِيۡدُ,
س ر ع,3,176,يُسَارِعُوۡنَ,
ش ي ا,3,176,شَيۡـًٔـا‌ؕ,
ع ذ ب,3,176,عَذَابٌ,
ع ظ م,3,176,عَظِيۡمٌ‏,
ك ف ر,3,176,الۡكُفۡرِ‌ۚ,
ٱلَّذِى,3,177,الَّذِيۡنَ,
ا ل م,3,177,اَلِيۡمٌ‏,
ا ل ه,3,177,اللّٰهَ,
ا م ن,3,177,بِالۡاِيۡمَانِ,
ش ر ي,3,177,اشۡتَرَوُا,
ش ي ا,3,177,شَيۡـًٔـا‌ۚ,
ع ذ ب,3,177,عَذَابٌ,
ك ف ر,3,177,الۡكُفۡرَ,
ٱلَّذِى,3,178,الَّذِيۡنَ,
ح س ب,3,178,يَحۡسَبَنَّ,
خ ي ر,3,178,خَيۡرٌ,
ز ي د,3,178,لِيَزۡدَادُوۡۤا,
ع ذ ب,3,178,عَذَابٌ,
ك ف ر,3,178,كَفَرُوۡۤا,
م ل و,3,178,نُمۡلِىۡ,
م ل و,3,178,نُمۡلِىۡ,
ن ف س,3,178,لِّاَنۡفُسِهِمۡ‌ؕ,
ه و ن,3,178,مُّهِيۡنٌ‏,
ا ل ه,3,179,اللّٰهُ,
ا ل ه,3,179,اللّٰهُ,
ا ل ه,3,179,اللّٰهَ,
ا ل ه,3,179,بِاللّٰهِ,
ا م ن,3,179,فَاٰمِنُوۡا,
ا م ن,3,179,تُؤۡمِنُوۡا,
ا م ن,3,179,الۡمُؤۡمِنِيۡنَ,
ج ب ي,3,179,يَجۡتَبِىۡ,
خ ب ث,3,179,الۡخَبِيۡثَ,
ر س ل,3,179,رُّسُلِهٖ,
ر س ل,3,179,وَرُسُلِهٖ‌ۚ,
ش ي ا,3,179,يَّشَآءُ‌,
ط ل ع,3,179,لِيُطۡلِعَكُمۡ,
ط ي ب,3,179,الطَّيِّبِ‌ؕ,
ع ظ م,3,179,عَظِيۡمٌ‏,
غ ي ب,3,179,الۡغَيۡبِ,
ك و ن,3,179,كَانَ,
ك و ن,3,179,كَانَ,
م ي ز,3,179,يَمِيۡزَ,
و ذ ر,3,179,لِيَذَرَ,
و ق ي,3,179,وَتَتَّقُوۡا,
ٱلَّذِى,3,180,الَّذِيۡنَ,
ا ر ض,3,180,وَالۡاَرۡضِ‌ؕ,
ا ل ه,3,180,اللّٰهُ,
ا ل ه,3,180,وَلِلّٰهِ,
ا ل ه,3,180,وَاللّٰهُ,
ب خ ل,3,180,يَبۡخَلُوۡنَ,
ب خ ل,3,180,بَخِلُوۡا,
ح س ب,3,180,يَحۡسَبَنَّ,
خ ب ر,3,180,خَبِيۡرٌ‏,
خ ي ر,3,180,خَيۡرًا,
س م و,3,180,السَّمٰوٰتِ,
ش ر ر,3,180,شَرٌّ,
ط و ق,3,180,سَيُطَوَّقُوۡنَ,
ع م ل,3,180,تَعۡمَلُوۡنَ,
ف ض ل,3,180,فَضۡلِهٖ,
ق و م,3,180,الۡقِيٰمَةِ‌ؕ,
و ر ث,3,180,مِيۡرَاثُ,
ي و م,3,180,يَوۡمَ,
ٱلَّذِى,3,181,الَّذِيۡنَ,
ا ل ه,3,181,اللّٰهُ,
ا ل ه,3,181,اللّٰهَ,
ح ر ق,3,181,الۡحَرِيۡقِ‏,
ح ق ق,3,181,حَقٍّ ۚۙ,
س م ع,3,181,سَمِعَ,
ع ذ ب,3,181,عَذَابَ,
غ ن ي,3,181,اَغۡنِيَآءُ‌ۘ,
غ ي ر,3,181,بِغَيۡرِ,
ف ق ر,3,181,فَقِيۡرٌ,
ق ت ل,3,181,وَقَتۡلَهُمُ,
ق و ل,3,181,قَالُوۡۤا,
ق و ل,3,181,قَالُوۡا,
ق و ل,3,181,وَّنَقُوۡلُ,
ق و ل,3,181,قَوۡلَ,
ك ت ب,3,181,سَنَكۡتُبُ,
ن ب ا,3,181,الۡاَنۡۢبِيَآءَ,
ا ل ه,3,182,اللّٰهَ,
ظ ل م,3,182,بِظَلَّامٍ,
ع ب د,3,182,لِّلۡعَبِيۡدِ‌ۚ‏,
ق د م,3,182,قَدَّمَتۡ,
ل ي س,3,182,لَيۡسَ,
ي د ي,3,182,اَيۡدِيۡكُمۡ,
ٱلَّذِى,3,183,الَّذِيۡنَ,
ٱلَّذِى,3,183,وَبِالَّذِىۡ,
ا ت ي,3,183,يَاۡتِيَنَا,
ا ك ل,3,183,تَاۡكُلُهُ,
ا ل ه,3,183,اللّٰهَ,
ا م ن,3,183,نُؤۡمِنَ,
إِلَىٰ,3,183,اِلَيۡنَاۤ,
ب ي ن,3,183,بِالۡبَيِّنٰتِ,
ج ي ا,3,183,جَآءَكُمۡ,
ر س ل,3,183,لِرَسُوۡلٍ,
ر س ل,3,183,رُسُلٌ,
ص د ق,3,183,صٰدِقِيۡنَ‏,
ع ه د,3,183,عَهِدَ,
ق ب ل,3,183,قَبۡلِىۡ,
ق ت ل,3,183,قَتَلۡتُمُوۡهُمۡ,
ق ر ب,3,183,بِقُرۡبَانٍ,
ق و ل,3,183,قَالُوۡۤا,
ق و ل,3,183,قُلۡ,
ق و ل,3,183,قُلۡتُمۡ,
ك و ن,3,183,كُنۡتُمۡ,
ن و ر,3,183,النَّارُ‌ؕ,
ب ي ن,3,184,بِالۡبَيِّنٰتِ,
ج ي ا,3,184,جَآءُوۡ,
ر س ل,3,184,رُسُلٌ,
ز ب ر,3,184,وَالزُّبُرِ,
ق ب ل,3,184,قَبۡلِكَ,
ك ت ب,3,184,وَالۡكِتٰبِ,
ك ذ ب,3,184,كَذَّبُوۡكَ,
ك ذ ب,3,184,كُذِّبَ,
ن و ر,3,184,الۡمُنِيۡرِ‏,
إِلَّا,3,185,اِلَّا,
ج ن ن,3,185,الۡجَـنَّةَ,
ح ي ي,3,185,الۡحَيٰوةُ,
د خ ل,3,185,وَاُدۡخِلَ,
د ن و,3,185,الدُّنۡيَاۤ,
ز ح ز ح,3,185,زُحۡزِحَ,
غ ر ر,3,185,الۡغُرُوۡرِ‏,
ف و ز,3,185,فَازَ ‌ؕ,
ق و م,3,185,الۡقِيٰمَةِ‌ؕ,
ك ل ل,3,185,كُلُّ,
م ت ع,3,185,مَتَاعُ,
م و ت,3,185,الۡمَوۡتِ‌ؕ,
ن ف س,3,185,نَفۡسٍ,
ن و ر,3,185,النَّارِ,
و ف ي,3,185,تُوَفَّوۡنَ,
ي و م,3,185,يَوۡمَ,
ٱلَّذِى,3,186,الَّذِيۡنَ,
ٱلَّذِى,3,186,الَّذِيۡنَ,
ا ذ ي,3,186,اَذًى,
ب ل و,3,186,لَـتُبۡلَوُنَّ,
س م ع,3,186,وَلَـتَسۡمَعُنَّ,
ش ر ك,3,186,اَشۡرَكُوۡۤا,
ص ب ر,3,186,تَصۡبِرُوۡا,
ع ز م,3,186,عَزۡمِ,
ق ب ل,3,186,قَبۡلِكُمۡ,
ك ت ب,3,186,الۡكِتٰبَ,
ك ث ر,3,186,كَثِيۡرًا‌ؕ,
م و ل,3,186,اَمۡوَالِكُمۡ,
ن ف س,3,186,وَاَنۡفُسِكُمۡ,
و ق ي,3,186,وَتَتَّقُوۡا,
ٱلَّذِى,3,187,الَّذِيۡنَ,
ا خ ذ,3,187,اَخَذَ,
ا ل ه,3,187,اللّٰهُ,
إِذ,3,187,وَاِذۡ,
ب ا س,3,187,فَبِئۡسَ,
ب ي ن,3,187,لَتُبَيِّنُنَّهٗ,
ث م ن,3,187,ثَمَنًا,
ش ر ي,3,187,وَاشۡتَرَوۡا,
ش ر ي,3,187,يَشۡتَرُوۡنَ‏,
ظ ه ر,3,187,ظُهُوۡرِهِمۡ,
ق ل ل,3,187,قَلِيۡلًاؕ,
ك ت ب,3,187,الۡكِتٰبَ,
ك ت م,3,187,تَكۡتُمُوۡنَهٗ,
ن ب ذ,3,187,فَنَبَذُوۡهُ,
ن و س,3,187,لِلنَّاسِ,
و ث ق,3,187,مِيۡثَاقَ,
و ر ي,3,187,وَرَآءَ,
ٱلَّذِى,3,188,الَّذِيۡنَ,
ا ت ي,3,188,اَتَوْا,
ا ل م,3,188,اَلِيۡمٌ‏,
ح ب ب,3,188,وَّيُحِبُّوۡنَ,
ح س ب,3,188,تَحۡسَبَنَّ,
ح س ب,3,188,تَحۡسَبَنَّهُمۡ,
ح م د,3,188,يُّحۡمَدُوۡا,
ع ذ ب,3,188,الۡعَذَابِ‌ۚ,
ع ذ ب,3,188,عَذَابٌ,
ف ر ح,3,188,يَفۡرَحُوۡنَ,
ف ع ل,3,188,يَفۡعَلُوۡا,
ف و ز,3,188,بِمَفَازَةٍ,
ا ر ض,3,189,وَالۡاَرۡضِ‌ؕ,
ا ل ه,3,189,وَلِلّٰهِ,
ا ل ه,3,189,وَاللّٰهُ,
س م و,3,189,السَّمٰوٰتِ,
ش ي ا,3,189,شَىۡءٍ,
ق د ر,3,189,قَدِيۡرٌ‏,
ك ل ل,3,189,كُلِّ,
م ل ك,3,189,مُلۡكُ,
ا ر ض,3,190,وَالۡاَرۡضِ,
ا و ل,3,190,لِّاُولِىۡ,
ا ي ي,3,190,لَاٰيٰتٍ,
خ ل ف,3,190,وَاخۡتِلَافِ,
خ ل ق,3,190,خَلۡقِ,
س م و,3,190,السَّمٰوٰتِ,
ل ب ب,3,190,الۡاَلۡبَابِۚ ۖ‏,
ل ي ل,3,190,الَّيۡلِ,
ن ه ر,3,190,وَالنَّهَارِ,
ٱلَّذِى,3,191,الَّذِيۡنَ,
ا ر ض,3,191,وَالۡاَرۡضِ‌ۚ,
ا ل ه,3,191,اللّٰهَ,
ب ط ل,3,191,بَاطِلًا ۚ,
ج ن ب,3,191,جُنُوۡبِهِمۡ,
خ ل ق,3,191,خَلَقۡتَ,
خ ل ق,3,191,خَلۡقِ,
ذ ك ر,3,191,يَذۡكُرُوۡنَ,
ر ب ب,3,191,رَبَّنَا,
س ب ح,3,191,سُبۡحٰنَكَ,
س م و,3,191,السَّمٰوٰتِ,
ع ذ ب,3,191,عَذَابَ,
ف ك ر,3,191,وَيَتَفَكَّرُوۡنَ,
ق ع د,3,191,وَّقُعُوۡدًا,
ق و م,3,191,قِيَامًا,
ن و ر,3,191,النَّارِ‏,
و ق ي,3,191,فَقِنَا,
خ ز ي,3,192,اَخۡزَيۡتَهٗ‌ؕ,
د خ ل,3,192,تُدۡخِلِ,
ر ب ب,3,192,رَبَّنَاۤ,
ظ ل م,3,192,لِلظّٰلِمِيۡنَ,
ن ص ر,3,192,اَنۡصَارٍ‏,
ن و ر,3,192,النَّارَ,
ا م ن,3,193,اٰمِنُوۡا,
ا م ن,3,193,فَاٰمَنَّا  ۖ,
ا م ن,3,193,لِلۡاِيۡمَانِ,
ب ر ر,3,193,الۡاَبۡرَارِ‌ۚ‏,
ذ ن ب,3,193,ذُنُوۡبَنَا,
ر ب ب,3,193,رَّبَّنَاۤ,
ر ب ب,3,193,بِرَبِّكُمۡ,
ر ب ب,3,193,رَبَّنَا,
س م ع,3,193,سَمِعۡنَا,
س و ا,3,193,سَيِّاٰتِنَا,
غ ف ر,3,193,فَاغۡفِرۡ,
ك ف ر,3,193,وَكَفِّرۡ,
ن د و,3,193,مُنَادِيًا,
ن د و,3,193,يُّنَادِىۡ,
و ف ي,3,193,وَتَوَفَّنَا,
خ ز ي,3,194,تُخۡزِنَا,
خ ل ف,3,194,تُخۡلِفُ,
ر ب ب,3,194,رَبَّنَا,
ر س ل,3,194,رُسُلِكَ,
ق و م,3,194,الۡقِيٰمَةِ‌ؕ,
و ع د,3,194,الۡمِيۡعَادَ‏,
و ع د,3,194,وَعَدتَّنَا,
ي و م,3,194,يَوۡمَ,
ٱلَّذِى,3,195,فَالَّذِيۡنَ,
ا ذ ي,3,195,وَاُوۡذُوۡا,
ا ل ه,3,195,اللّٰهِ‌ؕ,
ا ل ه,3,195,وَاللّٰهُ,
ا ن ث,3,195,اُنۡثٰى‌‌ۚ,
ب ع ض,3,195,بَعۡضُكُمۡ,
ب ع ض,3,195,بَعۡضٍ‌‌ۚ,
ت ح ت,3,195,تَحۡتِهَا,
ث و ب,3,195,ثَوَابًا,
ث و ب,3,195,الثَّوَابِ‏,
ج ر ي,3,195,تَجۡرِىۡ,
ج ن ن,3,195,جَنّٰتٍ,
ج و ب,3,195,فَاسۡتَجَابَ,
ح س ن,3,195,حُسۡنُ,
خ ر ج,3,195,وَاُخۡرِجُوۡا,
د خ ل,3,195,وَلَاُدۡخِلَنَّهُمۡ,
د و ر,3,195,دِيَارِهِمۡ,
ذ ك ر,3,195,ذَكَرٍ,
ر ب ب,3,195,رَبُّهُمۡ,
س ب ل,3,195,سَبِيۡلِىۡ,
س و ا,3,195,سَيِّاٰتِهِمۡ,
ض ي ع,3,195,اُضِيۡعُ,
ع م ل,3,195,عَمَلَ,
ع م ل,3,195,عَامِلٍ,
ع ن د,3,195,عِنۡدَهٗ,
ع ن د,3,195,عِنۡدِ,
ق ت ل,3,195,وَقُتِلُوۡا,
ق ت ل,3,195,وَقٰتَلُوۡا,
ك ف ر,3,195,لَاُكَفِّرَنَّ,
ن ه ر,3,195,الۡاَنۡهٰرُ‌ۚ,
